Date;Total_steps;Floors_climbed;Calories_burned;Elevation_gained;Traveled;Sedentary;Lightly_active;Fairly_active;Very_active
 September 18, 2015; 10500; 21; 2618; 64.01; 6.3; 786; 213; 11; 59
 September 19, 2015; 9765; 19; 2573; 57.91; 5.86; 770; 177; 15; 59
 September 19, 2015; 9783; 19; 2583; 57.91; 5.87; 767; 180; 15; 59
 September 20, 2015; 9617; 22; 2442; 67.06; 5.77; 756; 145; 8; 60
 September 21, 2015; 9485; 22; 2322; 67.06; 5.69; 780; 139; 70; 1
 September 21, 2015; 9929; 22; 2404; 67.06; 5.96; 751; 168; 70; 1
 September 22, 2015; 10196; 14; 2698; 42.67; 6.12; 805; 214; 23; 52
 September 22, 2015; 10204; 14; 2699; 42.67; 6.12; 804; 215; 23; 52
 September 23, 2015; 9535; 15; 2504; 45.72; 5.72; 837; 139; 9; 61
 September 24, 2015; 9033; 9; 2432; 27.43; 5.42; 803; 136; 7; 59
 September 25, 2015; 8708; 4; 2499; 12.19; 5.22; 890; 131; 11; 59
 September 26, 2015; 9208; 31; 2445; 94.49; 5.52; 821; 137; 8; 56
 September 27, 2015; 9430; 23; 2290; 70.1; 5.66; 765; 292; 0; 0
 September 27, 2015; 9446; 23; 2292; 70.1; 5.67; 764; 293; 0; 0
 September 28, 2015; 10130; 24; 2602; 73.15; 6.08; 825; 136; 87; 8
 September 28, 2015; 10333; 24; 2644; 73.15; 6.2; 811; 150; 87; 8
 September 29, 2015; 9263; 19; 2542; 57.91; 5.56; 852; 148; 9; 55
 September 30, 2015; 10246; 17; 2577; 51.82; 6.15; 781; 222; 60; 1
 September 30, 2015; 10291; 17; 2587; 51.82; 6.17; 777; 226; 60; 1
 October 1, 2015; 9333; 5; 2601; 15.24; 5.6; 839; 233; 30; 17
 October 1, 2015; 9681; 5; 2643; 15.24; 5.81; 826; 246; 30; 17
 October 2, 2015; 2757; 1; 1883; 3.05; 1.65; 1274; 65; 0; 0
 October 2, 2015; 8591; 2; 2479; 6.1; 5.15; 1117; 198; 20; 4
 October 3, 2015; 11614; 15; 2902; 45.72; 6.97; 643; 248; 20; 25
 October 3, 2015; 12557; 15; 3091; 45.72; 7.53; 583; 308; 20; 25
 October 4, 2015; 10523; 2; 2881; 6.1; 6.31; 588; 308; 29; 23
 October 4, 2015; 11501; 2; 3075; 6.1; 6.9; 529; 367; 29; 23
 October 5, 2015; 11030; 25; 3030; 76.2; 6.62; 705; 349; 16; 13
 October 5, 2015; 12086; 26; 3200; 79.25; 7.25; 649; 405; 16; 13
 October 6, 2015; 11724; 14; 2727; 42.67; 7.03; 660; 229; 38; 22
 October 6, 2015; 11840; 14; 2788; 42.67; 7.1; 645; 225; 66; 13
 October 7, 2015; 14250; 12; 3277; 36.58; 8.55; 574; 314; 3; 94
 October 7, 2015; 14341; 12; 3290; 36.58; 8.6; 568; 320; 3; 94
 October 8, 2015; 14824; 34; 3383; 103.63; 8.89; 628; 184; 56; 114
 October 8, 2015; 16427; 34; 3670; 103.63; 9.86; 531; 273; 64; 114
 October 9, 2015; 12821; 10; 2856; 30.48; 7.69; 698; 265; 22; 43
 October 9, 2015; 14018; 10; 3073; 30.48; 8.41; 637; 326; 22; 43
 October 10, 2015; 13549; 5; 2916; 15.24; 8.13; 592; 306; 24; 48
 October 10, 2015; 13642; 5; 2929; 15.24; 8.19; 586; 312; 24; 48
 October 11, 2015; 15519; 17; 3062; 51.82; 9.36; 611; 253; 72; 47
 October 11, 2015; 17643; 17; 3453; 51.82; 10.63; 466; 398; 72; 47
 October 12, 2015; 13707; 21; 3028; 64.01; 8.22; 586; 349; 26; 37
 October 12, 2015; 13742; 21; 3039; 64.01; 8.25; 582; 353; 26; 37
 October 13, 2015; 15775; 32; 3245; 97.54; 9.47; 611; 322; 44; 58
 October 13, 2015; 15804; 32; 3252; 97.54; 9.48; 610; 323; 44; 58
 October 14, 2015; 12381; 10; 2749; 30.48; 7.43; 665; 266; 25; 35
 October 14, 2015; 15278; 10; 3048; 30.48; 9.17; 559; 372; 25; 35
 October 15, 2015; 15437; 13; 3242; 39.62; 9.27; 622; 355; 13; 71
 October 16, 2015; 16414; 12; 3141; 36.58; 9.85; 570; 349; 56; 35
 October 17, 2015; 9624; 11; 2612; 33.53; 5.77; 675; 259; 13; 16
 October 17, 2015; 10624; 11; 2805; 33.53; 6.37; 615; 319; 13; 16
 October 18, 2015; 11059; 15; 3529; 45.72; 6.64; 480; 345; 22; 54
 October 18, 2015; 11067; 15; 3532; 45.72; 6.64; 479; 346; 22; 54
 October 19, 2015; 13444; 21; 2960; 64.01; 8.07; 647; 299; 64; 31
 October 20, 2015; 13600; 2; 2919; 6.1; 8.16; 610; 290; 36; 51
 October 21, 2015; 10468; 3; 2729; 9.14; 6.28; 667; 205; 0; 81
 October 21, 2015; 12382; 3; 2982; 9.14; 7.43; 562; 310; 0; 81
 October 22, 2015; 13318; 13; 2868; 39.62; 7.99; 598; 264; 61; 28
 October 22, 2015; 14486; 13; 3032; 39.62; 8.69; 545; 311; 67; 28
 October 23, 2015; 13432; 15; 2675; 45.72; 8.06; 763; 212; 65; 36
 October 23, 2015; 14451; 15; 2871; 45.72; 8.67; 693; 282; 65; 36
 October 24, 2015; 14124; 6; 2815; 18.29; 8.47; 451; 281; 102; 0
 October 24, 2015; 14464; 6; 2865; 18.29; 8.68; 428; 304; 102; 0
 October 25, 2015; 11148; 2; 2644; 6.1; 6.69; 615; 257; 20; 34
 October 25, 2015; 11734; 2; 2733; 6.1; 7.04; 576; 296; 20; 34
 October 26, 2015; 15297; 19; 2970; 57.91; 9.18; 644; 334; 27; 43
 October 26, 2015; 16291; 19; 3125; 57.91; 9.77; 586; 392; 27; 43
 October 27, 2015; 13395; 18; 2794; 54.86; 8.04; 693; 242; 28; 45
 October 27, 2015; 14590; 18; 2987; 54.86; 8.75; 621; 314; 28; 45
 October 28, 2015; 11919; 19; 2692; 57.91; 7.15; 736; 269; 26; 33
 October 28, 2015; 13745; 19; 2943; 57.91; 8.25; 632; 373; 26; 33
 October 29, 2015; 12163; 12; 2717; 36.58; 7.3; 696; 256; 39; 22
 October 29, 2015; 13270; 12; 2895; 36.58; 7.96; 633; 319; 39; 22
 October 30, 2015; 12578; 22; 2800; 67.06; 7.55; 659; 309; 27; 29
 October 31, 2015; 11836; 11; 2755; 33.53; 7.1; 696; 295; 18; 16
 October 31, 2015; 13024; 12; 2945; 36.58; 7.81; 617; 374; 18; 16
 November 1, 2015; 17442; 7; 3281; 21.34; 10.47; 482; 430; 26; 44
 November 1, 2015; 17484; 7; 3290; 21.34; 10.49; 478; 434; 26; 44
 November 2, 2015; 17090; 21; 3228; 64.01; 10.25; 574; 431; 19; 28
 November 3, 2015; 14153; 17; 2835; 51.82; 8.49; 701; 236; 30; 44
 November 3, 2015; 16144; 17; 3180; 51.82; 9.69; 574; 363; 30; 44
 November 4, 2015; 12103; 12; 2865; 36.58; 7.26; 571; 296; 26; 37
 November 5, 2015; 16880; 18; 3152; 54.86; 10.13; 571; 327; 42; 51
 November 5, 2015; 17518; 18; 3222; 54.86; 10.51; 544; 354; 42; 51
 November 6, 2015; 13786; 22; 2958; 67.06; 8.27; 649; 328; 28; 45
 November 6, 2015; 13972; 22; 2985; 67.06; 8.38; 638; 339; 28; 45
 November 7, 2015; 15238; 7; 3149; 21.34; 9.14; 491; 370; 40; 45
 November 7, 2015; 15880; 7; 3271; 21.34; 9.53; 448; 413; 40; 45
 November 8, 2015; 9651; 14; 2610; 42.67; 5.79; 655; 248; 12; 17
 November 8, 2015; 11437; 14; 2928; 42.67; 6.86; 543; 360; 12; 17
 November 9, 2015; 14504; 8; 2926; 24.38; 8.7; 552; 306; 35; 33
 November 9, 2015; 15458; 8; 3065; 24.38; 9.27; 500; 358; 35; 33
 November 10, 2015; 12183; 12; 2681; 36.58; 7.31; 678; 230; 21; 45
 November 10, 2015; 13335; 12; 2844; 36.58; 8; 615; 293; 21; 45
 November 11, 2015; 11768; 20; 2631; 60.96; 7.06; 744; 211; 26; 42
 November 11, 2015; 15385; 21; 3103; 64.01; 9.23; 566; 381; 34; 42
 November 12, 2015; 11471; 13; 2821; 39.62; 6.88; 622; 307; 22; 31
 November 12, 2015; 11939; 13; 2891; 39.62; 7.16; 595; 334; 22; 31
 November 13, 2015; 12323; 13; 2773; 39.62; 7.39; 704; 271; 18; 37
 November 13, 2015; 13266; 13; 2903; 39.62; 7.96; 651; 324; 18; 37
 November 14, 2015; 15326; 11; 3093; 33.53; 9.2; 493; 349; 23; 29
 November 14, 2015; 15467; 11; 3121; 33.53; 9.28; 485; 357; 23; 29
 November 15, 2015; 11881; 4; 2869; 12.19; 7.13; 550; 331; 16; 33
 November 15, 2015; 11924; 4; 2874; 12.19; 7.15; 548; 333; 16; 33
 November 16, 2015; 11470; 12; 2681; 36.58; 6.88; 671; 269; 19; 30
 November 16, 2015; 13201; 12; 2920; 36.58; 7.92; 588; 352; 19; 30
 November 17, 2015; 10657; 18; 2569; 54.86; 6.39; 753; 244; 15; 21
 November 17, 2015; 14107; 20; 2981; 60.96; 8.46; 600; 397; 15; 21
 November 18, 2015; 10705; 13; 2735; 39.62; 6.42; 710; 336; 6; 12
 November 18, 2015; 11363; 14; 2818; 42.67; 6.82; 673; 373; 6; 12
 November 19, 2015; 12844; 20; 2703; 60.96; 7.71; 625; 245; 17; 56
 November 19, 2015; 13447; 20; 2812; 60.96; 8.07; 577; 293; 17; 56
 November 20, 2015; 10231; 25; 2464; 76.2; 6.14; 719; 173; 27; 34
 November 20, 2015; 12242; 25; 2763; 76.2; 7.35; 595; 297; 27; 34
 November 21, 2015; 11306; 7; 2677; 21.34; 6.78; 714; 294; 10; 20
 November 21, 2015; 13179; 7; 2942; 21.34; 7.91; 613; 395; 10; 20
 November 22, 2015; 11951; 8; 2896; 24.38; 7.17; 496; 348; 26; 27
 November 22, 2015; 12077; 8; 2915; 24.38; 7.25; 489; 355; 26; 27
 November 23, 2015; 14396; 19; 2927; 57.91; 8.64; 614; 340; 11; 32
 November 23, 2015; 15374; 19; 3057; 57.91; 9.22; 561; 393; 11; 32
 November 24, 2015; 12743; 37; 2738; 112.78; 7.65; 639; 221; 28; 58
 November 24, 2015; 13028; 37; 2789; 112.78; 7.82; 620; 240; 28; 58
 November 25, 2015; 12513; 11; 2846; 33.53; 7.51; 713; 291; 19; 35
 November 25, 2015; 12608; 11; 2859; 33.53; 7.56; 709; 295; 19; 35
 November 26, 2015; 15261; 51; 3152; 155.45; 9.16; 502; 388; 24; 36
 November 26, 2015; 15583; 52; 3190; 158.5; 9.35; 488; 402; 24; 36
 November 27, 2015; 17279; 20; 3292; 60.96; 10.37; 508; 466; 23; 21
 November 27, 2015; 17378; 20; 3303; 60.96; 10.43; 505; 469; 23; 21
 November 28, 2015; 12047; 28; 2887; 85.34; 7.23; 632; 326; 7; 20
 November 28, 2015; 13636; 28; 3143; 85.34; 8.18; 544; 414; 7; 20
 November 29, 2015; 13959; 6; 2964; 18.29; 8.38; 556; 340; 18; 27
 November 29, 2015; 15108; 6; 3140; 18.29; 9.06; 489; 407; 18; 27
 November 30, 2015; 13243; 21; 2739; 64.01; 7.95; 678; 266; 16; 29
 November 30, 2015; 14618; 21; 2948; 64.01; 8.77; 595; 349; 16; 29
 December 1, 2015; 11802; 15; 2800; 45.72; 7.08; 653; 254; 30; 41
 December 1, 2015; 13875; 16; 3091; 48.77; 8.32; 552; 355; 30; 41
 December 2, 2015; 13666; 11; 3018; 33.53; 8.2; 623; 360; 33; 26
 December 3, 2015; 16060; 14; 3128; 42.67; 9.64; 584; 345; 37; 44
 December 4, 2015; 16107; 33; 3062; 100.58; 9.66; 568; 324; 31; 44
 December 4, 2015; 16269; 33; 3087; 100.58; 9.76; 557; 335; 31; 44
 December 5, 2015; 12676; 10; 2951; 30.48; 7.61; 565; 299; 37; 31
 December 5, 2015; 13094; 11; 3031; 33.53; 7.86; 531; 333; 37; 31
 December 6, 2015; 12060; 10; 2981; 30.48; 7.24; 579; 325; 21; 39
 December 7, 2015; 5116; 7; 2386; 21.34; 3.07; 847; 183; 19; 2
 December 7, 2015; 5553; 7; 2422; 21.34; 3.33; 837; 193; 19; 2
 December 8, 2015; 5833; 24; 2319; 73.15; 3.5; 758; 252; 0; 0
 December 9, 2015; 4430; 11; 2116; 33.53; 2.66; 790; 143; 3; 14
 December 10, 2015; 3819; 11; 2127; 33.53; 2.29; 801; 168; 0; 0
 December 11, 2015; 3171; 4; 2066; 12.19; 1.9; 825; 138; 0; 0
 December 12, 2015; 3232; 1; 2155; 3.05; 1.94; 867; 162; 0; 0
 December 13, 2015; 3270; 20; 2060; 60.96; 1.96; 903; 140; 0; 0
 December 14, 2015; 4009; 18; 2212; 54.86; 2.41; 840; 176; 0; 0
 December 14, 2015; 4168; 10; 2236; 30.48; 2.5; 824; 188; 0; 0
 December 15, 2015; 8811; 22; 2501; 67.06; 5.29; 767; 141; 16; 54
 December 16, 2015; 9029; 124; 2564; 377.95; 5.42; 790; 164; 17; 48
 December 17, 2015; 7815; 78; 2366; 237.74; 4.69; 820; 153; 5; 40
 December 18, 2015; 10091; 150; 2634; 457.2; 6.05; 773; 154; 22; 58
 December 19, 2015; 7325; 2; 2504; 6.1; 4.39; 852; 174; 19; 20
 December 20, 2015; 11925; 35; 2900; 106.68; 7.15; 1101; 261; 40; 38
 December 20, 2015; 12229; 35; 2943; 106.68; 7.34; 1083; 279; 40; 38
 December 21, 2015; 11064; 42; 2717; 128.02; 6.64; 595; 163; 42; 45
 December 21, 2015; 12534; 44; 2997; 134.11; 7.52; 508; 250; 42; 45
 December 22, 2015; 15301; 12; 2976; 36.58; 9.18; 634; 345; 30; 38
 December 22, 2015; 16695; 12; 3164; 36.58; 10.02; 568; 411; 30; 38
 December 23, 2015; 10231; 4; 2541; 12.19; 6.14; 667; 240; 11; 22
 December 23, 2015; 11948; 4; 2783; 12.19; 7.17; 578; 329; 11; 22
 December 24, 2015; 12995; 5; 2949; 15.24; 7.8; 540; 327; 28; 35
 December 24, 2015; 13680; 5; 3055; 15.24; 8.21; 505; 362; 28; 35
 December 25, 2015; 12149; 24; 2838; 73.15; 7.29; 638; 347; 20; 17
 December 25, 2015; 12204; 24; 2845; 73.15; 7.32; 635; 350; 20; 17
 December 26, 2015; 14242; 21; 2991; 64.01; 8.55; 486; 326; 31; 39
 December 26, 2015; 14306; 21; 3000; 64.01; 8.58; 482; 330; 31; 39
 December 27, 2015; 6722; 14; 2381; 42.67; 4.03; 716; 249; 0; 0
 December 27, 2015; 7967; 16; 2598; 48.77; 4.78; 650; 315; 0; 0
 December 28, 2015; 14577; 28; 3067; 85.34; 8.75; 674; 322; 29; 39
 December 29, 2015; 9981; 4; 2481; 12.19; 5.99; 676; 202; 14; 32
 December 29, 2015; 12387; 5; 2801; 15.24; 7.43; 558; 320; 14; 32
 December 30, 2015; 13106; 4; 2943; 12.19; 7.86; 576; 340; 25; 42
 December 30, 2015; 13689; 4; 3067; 12.19; 8.21; 530; 386; 25; 42
 December 31, 2015; 13952; 6; 3022; 18.29; 8.37; 581; 401; 18; 22
 December 31, 2015; 15392; 6; 3284; 18.29; 9.24; 480; 502; 18; 22
 January 1, 2016; 13928; 23; 2804; 70.1; 8.36; 686; 256; 29; 48
 January 1, 2016; 16270; 25; 3102; 76.2; 9.76; 571; 371; 29; 48
 January 2, 2016; 13431; 8; 2918; 24.38; 8.06; 535; 404; 10; 19
 January 2, 2016; 13898; 8; 3013; 24.38; 8.34; 499; 440; 10; 19
 January 3, 2016; 13111; 20; 2939; 60.96; 7.87; 632; 378; 22; 22
 January 3, 2016; 14000; 20; 3041; 60.96; 8.4; 596; 414; 22; 22
 January 4, 2016; 17774; 18; 3099; 54.86; 10.66; 514; 335; 39; 53
 January 4, 2016; 18373; 18; 3168; 54.86; 11.02; 490; 359; 39; 53
 January 5, 2016; 10542; 13; 2534; 39.62; 6.33; 726; 208; 26; 34
 January 5, 2016; 13637; 13; 2947; 39.62; 8.18; 573; 361; 26; 34
 January 6, 2016; 10893; 18; 2713; 54.86; 6.54; 599; 320; 18; 19
 January 7, 2016; 16660; 40; 3204; 121.92; 10; 496; 387; 33; 51
 January 7, 2016; 16735; 41; 3214; 124.97; 10.04; 493; 390; 33; 51
 January 8, 2016; 12626; 61; 2735; 185.93; 7.58; 648; 278; 23; 32
 January 8, 2016; 14104; 61; 2942; 185.93; 8.46; 569; 357; 23; 32
 January 9, 2016; 11404; 10; 2562; 30.48; 6.84; 716; 181; 26; 40
 January 9, 2016; 14097; 12; 2938; 36.58; 8.46; 570; 327; 26; 40
 January 10, 2016; 11969; 26; 2860; 79.25; 7.18; 533; 270; 30; 40
 January 10, 2016; 13628; 16; 3110; 48.77; 8.18; 443; 360; 30; 40
 January 11, 2016; 11835; 21; 2717; 64.01; 7.1; 710; 253; 24; 41
 January 11, 2016; 12452; 21; 2815; 64.01; 7.47; 672; 291; 24; 41
 January 12, 2016; 12026; 14; 2736; 42.67; 7.22; 646; 237; 33; 38
 January 12, 2016; 12717; 15; 2835; 45.72; 7.63; 609; 274; 33; 38
 January 13, 2016; 12628; 33; 2795; 100.58; 7.58; 670; 273; 34; 38
 January 13, 2016; 14604; 38; 3124; 115.82; 8.76; 556; 387; 34; 38
 January 14, 2016; 18811; 19; 3338; 57.91; 11.29; 474; 406; 36; 59
 January 15, 2016; 11699; 34; 2844; 103.63; 7.02; 590; 320; 27; 23
 January 15, 2016; 12509; 34; 2980; 103.63; 7.51; 531; 379; 27; 23
 January 16, 2016; 12763; 11; 2930; 33.53; 7.66; 567; 363; 7; 39
 January 17, 2016; 5977; 4; 2253; 12.19; 3.59; 865; 184; 3; 5
 January 18, 2016; 9177; 7; 2513; 21.34; 5.51; 802; 149; 6; 50
 January 19, 2016; 5316; 40; 2152; 121.92; 3.19; 835; 131; 7; 12
 January 20, 2016; 4606; 0; 2142; 0; 2.76; 842; 135; 3; 10
 January 20, 2016; 4613; 0; 2142; 0; 2.77; 842; 135; 3; 10
 January 21, 2016; 4967; 19; 2279; 57.91; 2.98; 840; 152; 4; 7
 January 21, 2016; 5041; 19; 2296; 57.91; 3.02; 832; 160; 4; 7
 January 22, 2016; 6767; 4; 2227; 12.19; 4.06; 868; 122; 2; 27
 January 23, 2016; 25310; 235; 3602; 716.28; 15.19; 442; 143; 51; 182
 January 24, 2016; 6448; 25; 2648; 76.2; 3.87; 917; 266; 21; 4
 January 25, 2016; 9574; 74; 2574; 225.55; 5.74; 706; 252; 4; 36
 January 25, 2016; 9686; 74; 2591; 225.55; 5.81; 698; 260; 4; 36
 January 26, 2016; 2889; 1; 2051; 3.05; 1.73; 842; 142; 0; 0
 January 27, 2016; 3812; 0; 2022; 0; 2.29; 872; 110; 5; 5
 January 27, 2016; 3955; 0; 2046; 0; 2.37; 862; 120; 5; 5
 January 28, 2016; 10154; 41; 2562; 124.97; 6.09; 793; 110; 31; 67
 January 29, 2016; 3352; 1; 2165; 3.05; 2.01; 809; 170; 11; 1
 January 29, 2016; 3366; 1; 2170; 3.05; 2.02; 807; 172; 11; 1
 January 30, 2016; 10204; 102; 2656; 310.9; 6.12; 792; 180; 23; 55
 January 31, 2016; 5840; 6; 2447; 18.29; 3.55; 851; 166; 17; 7
 February 1, 2016; 10687; 8; 3067; 24.38; 6.41; 1076; 283; 40; 41
 February 1, 2016; 12121; 8; 3419; 24.38; 7.27; 971; 387; 40; 41
 February 2, 2016; 13346; 59; 3492; 179.83; 8.01; 482; 369; 83; 49
 February 2, 2016; 13372; 59; 3498; 179.83; 8.02; 481; 370; 83; 49
 February 3, 2016; 16943; 24; 3182; 73.15; 10.17; 573; 280; 54; 53
 February 3, 2016; 18946; 24; 3493; 73.15; 11.37; 541; 384; 54; 53
 February 4, 2016; 11910; 27; 2682; 82.3; 7.15; 572; 233; 15; 30
 February 4, 2016; 14334; 28; 3038; 85.34; 8.6; 445; 360; 15; 30
 February 5, 2016; 18298; 69; 3268; 210.31; 10.98; 453; 402; 39; 45
 February 6, 2016; 14493; 16; 3132; 48.77; 8.7; 520; 325; 38; 47
 February 6, 2016; 15641; 16; 3283; 48.77; 9.38; 459; 386; 38; 47
 February 7, 2016; 13001; 21; 2806; 64.01; 7.8; 561; 263; 42; 37
 February 7, 2016; 16200; 25; 3367; 76.2; 9.72; 370; 454; 42; 37
 February 8, 2016; 12638; 18; 2874; 54.86; 7.58; 579; 346; 25; 15
 February 8, 2016; 14025; 18; 3067; 54.86; 8.41; 506; 418; 26; 15
 February 9, 2016; 10051; 26; 2715; 79.25; 6.03; 481; 330; 15; 9
 February 9, 2016; 10110; 26; 2726; 79.25; 6.07; 476; 335; 15; 9
 February 10, 2016; 14175; 12; 2853; 36.58; 8.5; 607; 268; 34; 51
 February 10, 2016; 15665; 13; 3076; 39.62; 9.4; 521; 354; 34; 51
 February 11, 2016; 11143; 31; 2849; 94.49; 6.69; 567; 358; 24; 14
 February 12, 2016; 11822; 50; 2862; 152.4; 7.09; 627; 351; 31; 20
 February 12, 2016; 12365; 52; 2964; 158.5; 7.42; 590; 388; 31; 20
 February 13, 2016; 7924; 11; 2433; 33.53; 4.75; 616; 223; 14; 19
 February 13, 2016; 8393; 11; 2495; 33.53; 5.04; 594; 245; 14; 19
 February 14, 2016; 16051; 96; 3053; 292.61; 9.63; 427; 343; 31; 56
 February 14, 2016; 16071; 96; 3056; 292.61; 9.64; 426; 344; 31; 56
 February 15, 2016; 12160; 20; 2959; 60.96; 7.3; 584; 434; 0; 0
 February 16, 2016; 17198; 18; 3151; 54.86; 10.32; 523; 370; 22; 55
 February 16, 2016; 18751; 18; 3381; 54.86; 11.25; 445; 448; 22; 55
 February 17, 2016; 6709; 13; 2299; 39.62; 4.03; 846; 192; 6; 9
 February 17, 2016; 6738; 13; 2308; 39.62; 4.04; 842; 196; 6; 9
 February 17, 2016; 7104; 13; 2328; 39.62; 4.26; 841; 197; 6; 9
 February 18, 2016; 9548; 12; 2587; 36.58; 5.73; 943; 262; 4; 45
 February 19, 2016; 3199; 10; 2113; 30.48; 1.92; 730; 187; 0; 0
 February 20, 2016; 8574; 31; 2508; 94.49; 5.14; 712; 261; 4; 35
 February 21, 2016; 4838; 9; 2353; 27.43; 2.9; 756; 252; 10; 3
 February 22, 2016; 8188; 39; 2412; 118.87; 4.91; 716; 217; 8; 35
 February 23, 2016; 10061; 10; 2637; 30.48; 6.04; 731; 212; 11; 57
 February 24, 2016; 10593; 33; 2610; 100.58; 6.36; 774; 222; 13; 46
 February 25, 2016; 9924; 7; 2499; 21.34; 5.95; 770; 179; 4; 59
 February 25, 2016; 10072; 7; 2523; 21.34; 6.04; 759; 190; 4; 59
 February 26, 2016; 9795; 13; 2552; 39.62; 5.88; 813; 163; 8; 61
 February 26, 2016; 9852; 13; 2565; 39.62; 5.91; 809; 167; 8; 61
 February 27, 2016; 10261; 31; 2505; 94.49; 6.16; 715; 188; 1; 57
 February 28, 2016; 10437; 69; 2687; 210.31; 6.26; 795; 216; 23; 49
 February 29, 2016; 7422; 11; 2574; 33.53; 4.45; 822; 166; 26; 31
 March 1, 2016; 11014; 23; 2657; 70.1; 6.61; 1162; 214; 26; 38
 March 1, 2016; 11731; 23; 2761; 70.1; 7.04; 983; 248; 26; 38
 March 2, 2016; 9050; 11; 2695; 33.53; 5.43; 515; 199; 33; 41
 March 2, 2016; 9854; 11; 2843; 33.53; 5.91; 474; 240; 33; 41
 March 3, 2016; 15503; 15; 3266; 45.72; 9.3; 658; 358; 41; 58
 March 4, 2016; 11124; 23; 2597; 70.1; 6.67; 678; 135; 43; 58
 March 4, 2016; 12912; 26; 2910; 79.25; 7.74; 576; 237; 43; 58
 March 4, 2016; 12952; 26; 2914; 79.25; 7.77; 573; 240; 43; 58
 March 5, 2016; 14026; 51; 3246; 155.45; 8.42; 611; 299; 47; 61
 March 5, 2016; 14302; 52; 3284; 158.5; 8.58; 598; 312; 47; 61
 March 6, 2016; 12140; 14; 2921; 42.67; 7.28; 481; 340; 17; 34
 March 7, 2016; 15925; 40; 3113; 121.92; 9.56; 583; 282; 41; 70
 March 7, 2016; 16981; 43; 3270; 131.06; 10.19; 526; 339; 41; 70
 March 8, 2016; 12038; 25; 2753; 76.2; 7.22; 692; 285; 12; 16
 March 8, 2016; 12471; 25; 2781; 76.2; 7.48; 686; 291; 12; 16
 March 8, 2016; 13157; 33; 2923; 100.58; 7.89; 644; 325; 20; 16
 March 9, 2016; 18759; 33; 3650; 100.58; 11.24; 427; 417; 80; 50
 March 10, 2016; 12366; 3; 2959; 9.14; 7.42; 648; 243; 62; 45
 March 10, 2016; 14574; 4; 3320; 12.19; 8.74; 538; 341; 74; 45
 March 11, 2016; 15123; 21; 3311; 64.01; 9.07; 596; 297; 76; 66
 March 11, 2016; 17228; 25; 3640; 76.2; 10.32; 490; 403; 76; 66
 March 12, 2016; 20310; 6; 3554; 18.29; 12.19; 533; 383; 65; 81
 March 12, 2016; 21500; 6; 3758; 18.29; 12.9; 458; 458; 65; 81
 March 13, 2016; 9125; 8; 2683; 24.38; 5.48; 538; 303; 30; 8
 March 13, 2016; 11081; 9; 2999; 27.43; 6.65; 436; 396; 39; 8
 March 14, 2016; 17324; 17; 3217; 51.82; 10.39; 522; 316; 48; 70
 March 14, 2016; 17590; 17; 3250; 51.82; 10.55; 509; 329; 48; 70
 March 15, 2016; 18556; 26; 3704; 79.25; 11.13; 510; 249; 123; 104
 March 15, 2016; 19898; 26; 3943; 79.25; 11.93; 423; 336; 123; 104
 March 16, 2016; 17369; 21; 3586; 64.01; 10.42; 573; 297; 97; 82
 March 16, 2016; 18190; 21; 3744; 64.01; 10.91; 508; 347; 97; 82
 March 17, 2016; 14129; 24; 3036; 73.15; 8.48; 623; 305; 43; 45
 March 17, 2016; 15581; 28; 3263; 85.34; 9.35; 540; 380; 43; 45
 March 18, 2016; 11956; 70; 2809; 213.36; 7.17; 602; 222; 43; 42
 March 18, 2016; 15288; 80; 3370; 243.84; 9.16; 433; 378; 56; 42
 March 19, 2016; 10761; 37; 3548; 112.78; 6.46; 472; 276; 96; 43
 March 20, 2016; 17089; 35; 3448; 106.68; 10.24; 450; 397; 45; 48
 March 20, 2016; 17306; 35; 3497; 106.68; 10.38; 434; 413; 45; 48
 March 21, 2016; 13671; 37; 3116; 112.78; 8.2; 614; 316; 34; 32
 March 21, 2016; 13872; 41; 3242; 124.97; 7.95; 647; 296; 24; 29
 March 22, 2016; 4755; 5; 2135; 15.24; 2.85; 949; 119; 6; 6
 March 22, 2016; 5391; 11; 2324; 33.53; 3.23; 887; 181; 6; 6
 March 23, 2016; 3859; 20; 2285; 60.96; 2.32; 844; 152; 6; 9
 March 23, 2016; 4027; 21; 2312; 64.01; 2.42; 832; 164; 6; 9
 March 24, 2016; 7187; 8; 2413; 24.38; 5.01; 833; 124; 44; 18
 March 24, 2016; 7309; 8; 2440; 24.38; 5.1; 823; 134; 44; 18
 March 25, 2016; 10952; 15; 2824; 45.72; 8.14; 724; 205; 37; 38
 March 26, 2016; 12882; 36; 2811; 109.73; 9.57; 683; 121; 164; 20
 March 26, 2016; 13554; 36; 2947; 109.73; 10.07; 634; 170; 164; 20
 March 27, 2016; 6455; 0; 2384; 0; 4.8; 773; 183; 16; 21
 March 28, 2016; 6712; 6; 2367; 18.29; 4.99; 827; 128; 21; 24
 March 28, 2016; 7063; 6; 2433; 18.29; 5.25; 799; 156; 21; 24
 March 29, 2016; 5302; 12; 2315; 36.58; 3.94; 852; 145; 15; 17
 March 30, 2016; 7759; 12; 2617; 36.58; 5.77; 769; 161; 34; 37
 March 30, 2016; 7991; 12; 2647; 36.58; 5.94; 739; 173; 34; 37
 March 31, 2016; 7161; 1; 2448; 3.05; 5.39; 794; 163; 17; 26
