Date;Total_steps;Floors_climbed;Calories_burned;Elevation_gained;Traveled;Sedentary;Lightly_active;Fairly_active;Very_active
 April 1, 2016; 7125; 4; 2349; 12.19; 5.99; 859; 107; 22; 32
 April 1, 2016; 7450; 4; 2410; 12.19; 5.99; 836; 130; 22; 32
 April 2, 2016; 10890; 11; 2677; 33.53; 9.2; 737; 176; 46; 41
 April 3, 2016; 17207; 20; 3110; 60.96; 14.9; 700; 164; 77; 86
 April 3, 2016; 17331; 20; 3149; 60.96; 14.9; 688; 176; 77; 86
 April 4, 2016; 4056; 16; 2253; 48.77; 3.01; 869; 147; 10; 8
 April 5, 2016; 5531; 10; 2533; 30.48; 4.11; 811; 198; 7; 9
 April 5, 2016; 5686; 10; 2571; 30.48; 4.22; 798; 211; 7; 9
 April 6, 2016; 6242; 12; 2341; 36.58; 4.64; 914; 148; 14; 22
 April 7, 2016; 6470; 22; 2403; 67.06; 4.81; 851; 162; 15; 20
 April 7, 2016; 6638; 22; 2429; 67.06; 4.93; 841; 172; 15; 20
 April 8, 2016; 7093; 16; 2563; 48.77; 5.27; 813; 203; 13; 19
 April 8, 2016; 7488; 16; 2647; 48.77; 5.55; 787; 229; 13; 19
 April 9, 2016; 12411; 3; 2682; 9.14; 9.22; 830; 139; 39; 60
 April 9, 2016; 13329; 3; 2903; 9.14; 9.9; 776; 193; 39; 60
 April 10, 2016; 12562; 15; 2876; 45.72; 9.33; 732; 180; 17; 82
 April 11, 2016; 7532; 15; 2499; 45.72; 5.6; 826; 146; 28; 34
 April 11, 2016; 7735; 15; 2544; 45.72; 5.75; 808; 161; 28; 34
 April 12, 2016; 6828; 32; 2580; 97.54; 5.07; 769; 189; 25; 21
 April 13, 2016; 7275; 1; 2576; 3.05; 5.41; 796; 184; 22; 31
 April 13, 2016; 7298; 1; 2580; 3.05; 5.41; 795; 185; 22; 31
 April 14, 2016; 7782; 8; 2639; 24.38; 5.78; 751; 192; 35; 31
 April 14, 2016; 7823; 8; 2647; 24.38; 5.81; 732; 195; 35; 31
 April 15, 2016; 6480; 17; 2376; 51.82; 4.81; 867; 152; 18; 18
 April 15, 2016; 7168; 22; 2524; 67.06; 5.33; 691; 174; 33; 18
 April 16, 2016; 16148; 35; 3416; 106.68; 12; 787; 308; 70; 61
 April 16, 2016; 16170; 35; 3418; 106.68; 12.01; 786; 309; 70; 61
 April 17, 2016; 11234; 9; 3244; 27.43; 8.35; 609; 320; 27; 44
 April 17, 2016; 11303; 9; 3268; 27.43; 8.4; 603; 326; 27; 44
 April 18, 2016; 17771; 35; 3349; 106.68; 13.2; 634; 226; 59; 94
 April 18, 2016; 17799; 35; 3352; 106.68; 13.22; 632; 228; 59; 94
 April 18, 2016; 20394; 35; 3831; 106.68; 15.15; 503; 338; 77; 95
 April 19, 2016; 11433; 19; 2743; 57.91; 8.49; 739; 151; 36; 55
 April 19, 2016; 11744; 19; 2763; 57.91; 8.73; 732; 155; 38; 56
 April 19, 2016; 16666; 21; 3607; 64.01; 12.38; 494; 355; 73; 59
 April 20, 2016; 15381; 12; 3275; 36.58; 11.43; 613; 365; 17; 50
 April 21, 2016; 19374; 15; 3579; 45.72; 14.4; 540; 346; 70; 74
 April 22, 2016; 17607; 32; 3285; 97.54; 13.08; 575; 330; 37; 64
 April 22, 2016; 17667; 32; 3305; 97.54; 13.12; 571; 334; 37; 64
 April 23, 2016; 15782; 31; 3328; 94.49; 11.73; 464; 361; 25; 50
 April 23, 2016; 15834; 31; 3338; 94.49; 11.75; 460; 365; 25; 50
 April 24, 2016; 12912; 5; 3024; 15.24; 9.59; 501; 425; 13; 9
 April 24, 2016; 13108; 5; 3058; 15.24; 9.74; 490; 436; 13; 9
 April 25, 2016; 9647; 21; 2580; 64.01; 7.15; 654; 217; 29; 18
 April 25, 2016; 11896; 27; 2882; 82.3; 8.84; 579; 281; 35; 23
 April 26, 2016; 8748; 4; 2419; 12.19; 7.08; 827; 149; 31; 29
 April 26, 2016; 9451; 5; 2589; 15.24; 7.08; 765; 211; 31; 29
 April 27, 2016; 9173; 11; 2514; 33.53; 6.82; 780; 204; 30; 25
 April 28, 2016; 8357; 11; 2521; 33.53; 6.21; 809; 159; 33; 30
 April 28, 2016; 8848; 11; 2626; 33.53; 6.57; 767; 201; 33; 30
 April 29, 2016; 4769; 15; 2212; 45.72; 3.54; 845; 173; 8; 7
 April 29, 2016; 6088; 15; 2384; 45.72; 4.52; 778; 240; 8; 7
 April 30, 2016; 19637; 8; 3298; 24.38; 14.58; 611; 274; 79; 78
 April 30, 2016; 19655; 8; 3303; 24.38; 14.6; 603; 276; 79; 78
 May 1, 2016; 21583; 23; 3296; 70.1; 16.04; 660; 104; 42; 163
 May 1, 2016; 22149; 23; 3413; 70.1; 16.46; 599; 139; 42; 163
 May 2, 2016; 7256; 10; 2443; 30.48; 5.39; 766; 204; 7; 24
 May 3, 2016; 9921; 3; 2618; 9.14; 7.37; 752; 168; 46; 40
 May 3, 2016; 10132; 3; 2652; 9.14; 7.53; 739; 181; 46; 40
 May 4, 2016; 8516; 10; 2594; 30.48; 6.33; 759; 217; 24; 32
 May 5, 2016; 9785; 14; 2546; 42.67; 7.27; 791; 116; 49; 46
 May 5, 2016; 11735; 15; 2907; 45.72; 8.72; 661; 238; 49; 46
 May 6, 2016; 7351; 2; 2629; 6.1; 5.46; 710; 238; 16; 24
 May 7, 2016; 15056; 81; 3118; 246.89; 11.19; 658; 208; 169; 4
 May 7, 2016; 15129; 81; 3137; 246.89; 11.24; 643; 217; 169; 4
 May 8, 2016; 11920; 23; 3000; 70.1; 8.86; 659; 266; 40; 50
 May 9, 2016; 7693; 31; 2562; 94.49; 5.83; 771; 181; 16; 28
 May 10, 2016; 7888; 10; 2539; 30.48; 5.85; 783; 199; 11; 24
 May 11, 2016; 7742; 4; 2413; 12.19; 5.84; 821; 134; 13; 40
 May 11, 2016; 8178; 6; 2507; 18.29; 6.08; 787; 168; 13; 40
 May 12, 2016; 5828; 11; 2485; 33.53; 4.33; 863; 168; 11; 18
 May 13, 2016; 9692; 2; 2557; 6.1; 7.2; 816; 162; 23; 45
 May 13, 2016; 9713; 2; 2558; 6.1; 7.22; 814; 164; 23; 45
 May 13, 2016; 10310; 2; 2669; 6.1; 7.65; 772; 199; 23; 45
 May 14, 2016; 11418; 17; 2717; 51.82; 8.48; 737; 172; 40; 55
 May 14, 2016; 12806; 18; 2961; 54.86; 9.5; 659; 250; 40; 55
 May 15, 2016; 12163; 12; 2762; 36.58; 9.04; 790; 205; 31; 55
 May 15, 2016; 12182; 12; 2766; 36.58; 9.05; 788; 207; 31; 55
 May 16, 2016; 9247; 5; 2601; 15.24; 7.14; 783; 169; 24; 38
 May 17, 2016; 10136; 9; 2699; 27.43; 7.53; 730; 201; 30; 48
 May 18, 2016; 8999; 16; 2523; 48.77; 6.68; 831; 159; 30; 37
 May 18, 2016; 9775; 16; 2706; 48.77; 7.26; 778; 201; 41; 37
 May 25, 2016; 15446; 13; 3251; 39.62; 11.48; 608; 346; 38; 50
