#Date;Calories;Carbs;Fat;Protein;Cholest;Sodium;Sugars;Fiber;Exercise;FB Cals;FB BMR?;Cin_Fact;TDEE Fact.;Cin/Cout;Cin/Cout (3 days);7 day CalD;7 day Carbs;7 day Weight;avail. Wt;Average;Dy Weight
Wed, 2-Sep-15;2,509;228;18;76;129;1,653;13;6;1,094;3,710;2,616;1.00;1.42;68%;84%;-607.29;80.00;74.54;74.60;#DIV/0!;#N/A
Thu, 3-Sep-15;2,287;235;21;77;31;812;9;20;1,052;3,087;2,035;1.00;1.52;74%;79%;-631.14;88.57;74.57;73.90;73.90;73.90
Fri, 4-Sep-15;2,511;228;40;58;239;2,140;7;5;1,419;2,990;1,571;1.00;1.90;84%;75%;-635.29;100.00;74.50;73.90;#DIV/0!;#N/A
Sat, 5-Sep-15;2,893;444;40;78;83;2,334;15;39;1,241;3,158;1,917;1.00;1.65;92%;83%;-546.43;75.71;74.43;73.90;73.60;73.60
Sun, 6-Sep-15;2,714;111;59;67;563;1,968;15;7;1,223;3,143;1,920;1.00;1.64;86%;87%;-529.71;124.29;74.36;73.45;73.45;73.45
Mon, 7-Sep-15;2,703;183;31;44;133;1,486;14;7;1,211;3,070;1,859;1.00;1.65;88%;89%;-499.14;125.71;74.22;73.45;#DIV/0!;#N/A
Tue, 8-Sep-15;2,677;115;44;66;200;1,782;6;7;1,320;3,014;1,694;1.00;1.78;89%;88%;-508.57;131.43;73.97;73.45;#DIV/0!;#N/A
Wed, 9-Sep-15;2,614;336;36;68;71;2,219;16;41;1,025;2,833;1,808;1.00;1.57;92%;90%;-554.00;130.00;73.81;74.05;74.05;74.05
Thu, 10-Sep-15;2,557;220;40;90;468;2,055;8;11;1,579;3,608;2,029;1.00;1.78;71%;83%;-413.71;180.00;73.73;74.05;#DIV/0!;#N/A
Fri, 11-Sep-15;2,545;210;32;58;473;1,901;20;11;1,999;4,028;2,029;1.00;1.99;63%;74%;-449.57;167.14;73.75;74.05;#DIV/0!;#N/A
Sat, 12-Sep-15;2,774;155;51;93;380;2,493;4;2;1,530;3,559;2,029;1.00;1.75;78%;70%;-593.00;175.71;73.77;74.45;74.45;74.45
Sun, 13-Sep-15;2,912;206;49;79;131;4,133;15;7;1,381;3,410;2,029;1.00;1.68;85%;75%;-667.29;122.86;73.85;74.45;#DIV/0!;#N/A
Mon, 14-Sep-15;1,775;122;42;121;298;1,825;25;16;915;2,944;2,029;1.00;1.45;60%;75%;-677.14;122.86;73.99;74.45;#DIV/0!;#N/A
Tue, 15-Sep-15;1,782;183;70;92;421;3,061;10;19;677;2,706;2,029;1.00;1.33;66%;71%;-791.71;135.71;74.14;74.45;#DIV/0!;#N/A
Wed, 16-Sep-15;1,483;127;65;83;421;2,810;9;16;513;2,542;2,029;1.00;1.25;58%;62%;-875.57;152.86;74.28;74.45;#DIV/0!;#N/A
Thu, 17-Sep-15;1,882;203;70;96;421;2,912;30;26;492;2,521;2,029;1.00;1.24;75%;66%;-995.57;117.14;74.34;74.45;#DIV/0!;#N/A
Fri, 18-Sep-15;1,636;192;55;91;421;3,190;32;27;589;2,618;2,029;1.00;1.29;62%;65%;-936.71;138.57;74.39;74.45;#DIV/0!;#N/A
Sat, 19-Sep-15;1,939;200;80;88;412;3,309;13;20;554;2,583;2,029;1.00;1.27;75%;71%;-865.14;161.43;74.45;74.00;74.00;74.00
Sun, 20-Sep-15;2,004;190;80;119;605;4,386;22;21;413;2,442;2,029;1.00;1.20;82%;73%;-845.00;187.14;74.39;74.45;74.45;74.45
Mon, 21-Sep-15;1,758;205;64;89;548;3,295;54;26;375;2,404;2,029;1.00;1.18;73%;77%;-836.43;207.14;74.39;74.45;#DIV/0!;#N/A
Tue, 22-Sep-15;1,911;175;90;94;1,176;2,783;48;20;525;2,699;2,174;1.00;1.24;71%;75%;-761.71;221.43;74.39;74.45;#DIV/0!;#N/A
Wed, 23-Sep-15;1,819;208;58;107;172;4,052;37;31;475;2,504;2,029;1.00;1.23;73%;72%;-742.29;222.86;74.39;74.45;#DIV/0!;#N/A
Thu, 24-Sep-15;1,032;103;36;67;526;1,832;10;19;403;2,432;2,029;1.00;1.20;42%;62%;-688.86;244.29;74.39;74.45;#DIV/0!;#N/A
Fri, 25-Sep-15;1,520;135;68;87;589;3,611;10;16;338;2,499;2,161;1.00;1.16;61%;59%;-797.57;234.29;74.39;74.45;#DIV/0!;#N/A
Sat, 26-Sep-15;1,717;137;83;100;1,009;3,979;11;16;416;2,445;2,029;1.00;1.21;70%;58%;-797.14;218.57;74.39;74.45;74.45;74.45
Sun, 27-Sep-15;1,771;153;75;119;709;3,038;19;20;263;2,292;2,029;1.00;1.13;77%;69%;-809.14;212.86;74.45;74.45;74.90;74.90
Mon, 28-Sep-15;1,756;196;63;94;544;3,258;12;25;615;2,644;2,029;1.00;1.30;66%;71%;-821.00;211.43;74.45;74.90;#DIV/0!;#N/A
Tue, 29-Sep-15;1,628;138;71;98;589;3,916;13;20;513;2,542;2,029;1.00;1.25;64%;69%;-855.57;210.00;74.51;74.90;#DIV/0!;#N/A
Wed, 30-Sep-15;1,662;175;67;90;179;4,234;22;26;558;2,587;2,029;1.00;1.28;64%;65%;-873.57;210.00;74.58;74.90;#DIV/0!;#N/A
Thu, 1-Oct-15;1,517;176;43;66;514;1,999;35;25;614;2,643;2,029;1.00;1.30;57%;62%;-907.86;202.86;74.64;74.90;#DIV/0!;#N/A
Fri, 2-Oct-15;2,467;103;55;77;487;1,101;22;2;450;2,479;2,029;1.00;1.22;100%;73%;-868.71;211.43;74.71;74.90;73.95;73.95
Sat, 3-Oct-15;2,271;207;40;98;196;2,891;12;4;1,062;3,091;2,029;1.00;1.52;73%;76%;-730.57;191.43;74.77;74.00;74.00;74.00
Sun, 4-Oct-15;2,460;148;29;72;94;1,966;14;6;1,074;3,075;2,001;1.00;1.54;80%;83%;-743.71;174.29;74.71;74.00;74.90;74.90
Mon, 5-Oct-15;2,715;213;22;48;23;917;4;19;1,171;3,200;2,029;1.00;1.58;85%;80%;-757.14;154.29;74.64;74.90;#DIV/0!;#N/A
Tue, 6-Oct-15;2,648;141;30;40;270;1,877;8;5;759;2,788;2,029;1.00;1.37;95%;86%;-699.57;145.71;74.64;74.90;#DIV/0!;#N/A
Wed, 7-Oct-15;2,878;248;43;74;8;2,127;16;6;1,277;3,290;2,013;1.00;1.63;87%;89%;-589.00;124.29;74.64;74.90;#DIV/0!;#N/A
Thu, 8-Oct-15;3,568;235;59;122;363;3,122;19;18;1,657;3,670;2,013;1.00;1.82;97%;93%;-515.71;95.71;74.64;72.20;72.20;72.20
Fri, 9-Oct-15;2,521;143;63;62;34;1,361;8;6;1,060;3,073;2,013;1.00;1.53;82%;89%;-369.43;85.71;74.26;72.70;72.70;72.70
Sat, 10-Oct-15;3,439;223;58;122;370;2,495;22;11;916;2,929;2,013;1.00;1.46;117%;99%;-446.57;91.43;73.94;73.30;73.30;73.30
Sun, 11-Oct-15;3,315;289;50;86;357;2,221;19;18;1,136;3,062;1,926;1.00;1.59;108%;102%;-256.57;101.43;73.84;72.85;72.85;72.85
Mon, 12-Oct-15;2,730;234;31;76;236;2,179;11;6;1,026;3,039;2,013;1.00;1.51;90%;105%;-132.57;118.57;73.68;72.85;72.85;72.85
Tue, 13-Oct-15;3,139;301;32;33;8;1,094;20;23;1239;3,252;2,013;1.00;1.62;97%;98%;-107.43;100.00;73.39;72.85;#DIV/0!;#N/A
Wed, 14-Oct-15;2,761;193;53;106;220;1,543;18;18;1,035;3,048;2,013;1.00;1.51;91%;92%;-103.57;125.71;73.09;73.20;73.20;73.20
Thu, 15-Oct-15;2,541;271;20;81;26;968;9;24;1,229;3,242;2,013;1.00;1.61;78%;88%;-85.71;142.86;72.85;73.50;73.50;73.50
Fri, 16-Oct-15;3,135;300;53;68;74;2,047;19;8;1,128;3,141;2,013;1.00;1.56;100%;89%;-171.29;151.43;73.04;73.50;#DIV/0!;#N/A
Sat, 17-Oct-15;3,273;276;45;95;148;1,949;18;20;792;2,805;2,013;1.00;1.39;117%;97%;-93.29;154.29;73.15;73.50;#DIV/0!;#N/A
Sun, 18-Oct-15;2,609;168;23;20;8;764;6;3;1,519;3,532;2,013;1.00;1.75;74%;95%;-99.29;167.14;73.18;73.50;74.85;74.85
Mon, 19-Oct-15;2,461;231;30;47;33;2,242;20;11;947;2,960;2,013;1.00;1.47;83%;90%;-267.29;145.71;73.27;74.85;#DIV/0!;#N/A
Tue, 20-Oct-15;3,120;293;46;73;57;2,643;57;31;922;2,919;1,997;1.00;1.46;107%;87%;-294.43;152.86;73.56;74.25;74.25;74.25
Wed, 21-Oct-15;2,675;188;17;26;155;1,334;11;8;969;2,982;2,013;1.00;1.48;90%;93%;-249.57;164.29;73.76;73.50;73.50;73.50
Thu, 22-Oct-15;2,911;283;71;48;0;1,441;14;7;1,019;3,032;2,013;1.00;1.51;96%;97%;-252.43;150.00;73.80;73.50;#DIV/0!;#N/A
Fri, 23-Oct-15;2,642;174;19;41;19;973;6;3;858;2,871;2,013;1.00;1.43;92%;93%;-169.57;125.71;73.80;73.50;#DIV/0!;#N/A
Sat, 24-Oct-15;3,311;244;56;79;114;3,109;9;9;852;2,865;2,013;1.00;1.42;116%;101%;-201.43;118.57;73.80;73.50;#DIV/0!;#N/A
